old_name,new_name
klimamodell-berlin-klimaanalysekarte-2015-kaltlufteinwirkbereiche-siedlung-brandenburg,klimamodell-berlin-klimaanalysekarte-2015-kaltlufteinwirkbereiche-siedlung-brandenburg-umwe-133669e4
klimamodell-berlin-klimaanalysekarte-2015-lärmschutzeinrichtungen-umweltatlas-wfs,klimamodell-berlin-klimaanalysekarte-2015-larmschutzeinrichtungen-umweltatlas-wfs-3aadabbe
klimamodell-berlin-klimaanalysekarte-2015-luftaustauschbahnen-umweltatlas-wfs,klimamodell-berlin-klimaanalysekarte-2015-luftaustauschbahnen-umweltatlas-wfs-39a436be
klimamodell-berlin-klimaanalysekarte-2015-straßenflächen-berlin-umweltatlas-wfs,klimamodell-berlin-klimaanalysekarte-2015-strassenflachen-berlin-umweltatlas-wfs-a3bb184e
klimamodell-berlin-klimaanalysekarte-2015-umweltatlas-wms,klimamodell-berlin-klimaanalysekarte-2015-umweltatlas-wms-4acd217d
klimamodell-berlin-klimaanalysekarte-2015-windfeldveränderungen-umweltatlas-wfs,klimamodell-berlin-klimaanalysekarte-2015-windfeldveranderungen-umweltatlas-wfs-baf4bade
klimamodell-berlin-klimafunktionen-2001-umweltatlas-wms,klimamodell-berlin-klimafunktionen-2001-umweltatlas-wms-2990e833
klimamodell-berlin-klimafunktionen-2005-umweltatlas-wms,klimamodell-berlin-klimafunktionen-2005-umweltatlas-wms-955827a2
klimamodell-berlin-lufttemperatur-2015-umweltatlas-wms,klimamodell-berlin-lufttemperatur-2015-umweltatlas-wms-06e69536
klimamodell-berlin-lufttemperatur-am-abend-2200-uhr-2005-umweltatlas-wms,klimamodell-berlin-lufttemperatur-am-abend-22-00-uhr-2005-umweltatlas-wms-e42718f6
klimamodell-berlin-nächtliche-abkühlungsrate-2015-umweltatlas-wms,klimamodell-berlin-nachtliche-abkuhlungsrate-2015-umweltatlas-wms-e8d9a070
klimamodell-berlin-planungshinweise-stadtklima-2005-umweltatlas-wms,klimamodell-berlin-planungshinweise-stadtklima-2005-umweltatlas-wms-cc500c80
klimamodell-berlin-planungshinweise-stadtklima-2015-hauptkarte-umweltatlas-wms,klimamodell-berlin-planungshinweise-stadtklima-2015-hauptkarte-umweltatlas-wms-ebe62f62
klimamodell-berlin-planungshinweise-stadtklima-2015-leitbahnkorridore-umweltatlas-wfs,klimamodell-berlin-planungshinweise-stadtklima-2015-leitbahnkorridore-umweltatlas-wfs-9351a459
klimamodell-berlin-strahlungstemperatur-2015-umweltatlas-wms,klimamodell-berlin-strahlungstemperatur-2015-umweltatlas-wms-15a29235
klimamodell-berlin-temperatur-und-bodennahe-strömungen-2005-umweltatlas-atom,klimamodell-berlin-temperatur-und-bodennahe-stromungen-2005-umweltatlas-atom-24af17bd
klimawandel-jahresmittel-der-tage-mit-wärmebelastung-1971-2000-umweltatlas-wms,klimawandel-jahresmittel-der-tage-mit-warmebelastung-1971-2000-umweltatlas-wms-14d5766a
klimawandel-jahresmittel-tage-mit-wärmebelastung-1971-2000-farbreihe-2-umweltatlas-wms,klimawandel-jahresmittel-tage-mit-warmebelastung-1971-2000-farbreihe-2-umweltatlas-wms-09589f92
klimawandel-jahresmittel-tage-mit-wärmebelastung-2021-2050-farbreihe-2-umweltatlas-wms,klimawandel-jahresmittel-tage-mit-warmebelastung-2021-2050-farbreihe-2-umweltatlas-wms-0bc61e43
klimawandel-jahresmittel-tage-mit-wärmebelastung-2071-2100-farbreihe-2-umweltatlas-wms,klimawandel-jahresmittel-tage-mit-warmebelastung-2071-2100-farbreihe-2-umweltatlas-wms-ed5e333d
kohlenstoffspeicher-der-vegetation-block-und-blockteilflächen-wfs,kohlenstoffspeicher-der-vegetation-block-und-blockteilflachen-wfs-ec677252
kohlenstoffspeicher-der-vegetation-straßenflächen-wfs,kohlenstoffspeicher-der-vegetation-strassenflachen-wfs-f0a2a9f1
kohlenstoffspeicher-der-vegetation-wms,kohlenstoffspeicher-der-vegetation-wms-45cea655
kohlenstoffvorräte-der-moore-umweltatlas-wms,kohlenstoffvorrate-der-moore-umweltatlas-wms-3781bcc4
kompensationsinformationssystem-berlin-wfs,kompensationsinformationssystem-berlin-wfs-62239e10
kompensationsinformationssystem-berlin-wms,kompensationsinformationssystem-berlin-wms-f501201b
krankenhäuser-plankrankenhäuser-wfs,krankenhauser-plankrankenhauser-wfs-d71da6ad
krankenhäuser-weitere-krankenhäuser-wfs,krankenhauser-weitere-krankenhauser-wfs-2be4c562
krankenhäuser-wms,krankenhauser-wms-2e9c0627
kriminalitätsatlas-berlin,kriminalitatsatlas-berlin
kriterien-zur-bewertung-der-bodenfunktionen-2010-umweltatlas-wfs,kriterien-zur-bewertung-der-bodenfunktionen-2010-umweltatlas-wfs-1e2b9968
kühlleistung-der-böden-mit-berücksichtigung-der-versiegelung-2020-umweltatlas-wfs,kuhlleistung-der-boden-mit-berucksichtigung-der-versiegelung-2020-umweltatlas-wfs-1425659a
kühlleistung-der-böden-mit-berücksichtigung-der-versiegelung-2020-umweltatlas-wms,kuhlleistung-der-boden-mit-berucksichtigung-der-versiegelung-2020-umweltatlas-wms-49aadada
kühlleistung-der-böden-ohne-berücksichtigung-der-versiegelung-2020-umweltatlas-wfs,kuhlleistung-der-boden-ohne-berucksichtigung-der-versiegelung-2020-umweltatlas-wfs-22ad2c0d
kühlleistung-der-böden-ohne-berücksichtigung-der-versiegelung-2020-umweltatlas-wms,kuhlleistung-der-boden-ohne-berucksichtigung-der-versiegelung-2020-umweltatlas-wms-760f462b
kurse-der-berliner-volkshochschulen,kurse
ladesäulen-im-öffentlichen-und-halböffentlichen-raum,ladesaulen-im-offentlichen-und-halboffentlichen-raum
landesentwicklungsplan-flughafenstandortentwicklung-lep-fs-vom-30-mai-2006-atom,landesentwicklungsplan-flughafenstandortentwicklung-lep-fs-vom-30-mai-2006-atom-1341c2ed
landesentwicklungsplan-flughafenstandortentwicklung-lep-fs-vom-30-mai-2006-wms,landesentwicklungsplan-flughafenstandortentwicklung-lep-fs-vom-30-mai-2006-wms-cdd8266b
landesentwicklungsplan-hauptstadtregion-berlin-brandenburg-lep-hr-hauptkarte-atom,landesentwicklungsplan-hauptstadtregion-berlin-brandenburg-lep-hr-hauptkarte-atom-a81b1dc3
landesentwicklungsplan-hauptstadtregion-berlin-brandenburg-lep-hr-hauptkarte-wms,landesentwicklungsplan-hauptstadtregion-berlin-brandenburg-lep-hr-hauptkarte-wms-b36832ce
landesentwicklungsplan-hauptstadtregion-berlin-brandenburg-lep-hr-nebenkarte-atom,landesentwicklungsplan-hauptstadtregion-berlin-brandenburg-lep-hr-nebenkarte-atom-ed922c49
landesentwicklungsplan-hauptstadtregion-berlin-brandenburg-lep-hr-nebenkarte-wms,landesentwicklungsplan-hauptstadtregion-berlin-brandenburg-lep-hr-nebenkarte-wms-e6cbdf20
landschaftsplanverfahren-übersicht-wfs,landschaftsplanverfahren-ubersicht-wfs-a4c3afd4
landschaftsplanverfahren-übersicht-wms,landschaftsplanverfahren-ubersicht-wms-d27205f5
langjährige-entwicklung-der-luftqualität-emissionen-2015-umweltatlas-wfs,langjahrige-entwicklung-der-luftqualitat-emissionen-2015-umweltatlas-wfs-744fe5e6
langjährige-entwicklung-der-luftqualität-emissionen-2015-umweltatlas-wms,langjahrige-entwicklung-der-luftqualitat-emissionen-2015-umweltatlas-wms-30c7adb6
langjährige-entwicklung-der-luftqualität-immissionen-umweltatlas-wfs,langjahrige-entwicklung-der-luftqualitat-immissionen-umweltatlas-wfs-ce9596af
langjährige-entwicklung-der-luftqualität-immissionen-umweltatlas-wms,langjahrige-entwicklung-der-luftqualitat-immissionen-umweltatlas-wms-63b6c803
langjährige-entwicklung-luftqualität-emissionswerte-nox-1989-bis-2009-umweltatlas-wfs,langjahrige-entwicklung-luftqualitat-emissionswerte-nox-1989-bis-2009-umweltatlas-wfs-a229b342
langjährige-entwicklung-luftqualität-emissionswerte-pm-20082009-umweltatlas-wfs,langjahrige-entwicklung-luftqualitat-emissionswerte-pm-2008-2009-umweltatlas-wfs-e247d982
langjährige-entwicklung-luftqualität-emissionswerte-so2-1989-bis-2005-umweltatlas-wfs,langjahrige-entwicklung-luftqualitat-emissionswerte-so2-1989-bis-2005-umweltatlas-wfs-46499565
langjährige-entwicklung-luftqualität-nox-emissionen-hausbrand-1989-umweltatlas-wms,langjahrige-entwicklung-luftqualitat-nox-emissionen-hausbrand-1989-umweltatlas-wms-87cce7f6
langjährige-entwicklung-luftqualität-nox-emissionen-hausbrand-1994-umweltatlas-wms,langjahrige-entwicklung-luftqualitat-nox-emissionen-hausbrand-1994-umweltatlas-wms-b4a203b2
langjährige-entwicklung-luftqualität-nox-emissionen-hausbrand-2002-umweltatlas-wms,langjahrige-entwicklung-luftqualitat-nox-emissionen-hausbrand-2002-umweltatlas-wms-fb6fcccd
langjährige-entwicklung-luftqualität-nox-emissionen-hausbrand-2005-umweltatlas-wms,langjahrige-entwicklung-luftqualitat-nox-emissionen-hausbrand-2005-umweltatlas-wms-874528db
langjährige-entwicklung-luftqualität-nox-emissionen-hausbrand-2009-umweltatlas-wms,langjahrige-entwicklung-luftqualitat-nox-emissionen-hausbrand-2009-umweltatlas-wms-c08bae49
langjährige-entwicklung-luftqualität-nox-emissionen-industrie-1989-umweltatlas-wms,langjahrige-entwicklung-luftqualitat-nox-emissionen-industrie-1989-umweltatlas-wms-5538e257
langjährige-entwicklung-luftqualität-nox-emissionen-industrie-1994-umweltatlas-wms,langjahrige-entwicklung-luftqualitat-nox-emissionen-industrie-1994-umweltatlas-wms-5793be28
langjährige-entwicklung-luftqualität-nox-emissionen-industrie-2002-umweltatlas-wms,langjahrige-entwicklung-luftqualitat-nox-emissionen-industrie-2002-umweltatlas-wms-19b8fc58
langjährige-entwicklung-luftqualität-nox-emissionen-industrie-2004-umweltatlas-wms,langjahrige-entwicklung-luftqualitat-nox-emissionen-industrie-2004-umweltatlas-wms-b53b8a7e
langjährige-entwicklung-luftqualität-nox-emissionen-industrie-2008-umweltatlas-wms,langjahrige-entwicklung-luftqualitat-nox-emissionen-industrie-2008-umweltatlas-wms-176941bd
langjährige-entwicklung-luftqualität-nox-emissionen-kfz-verkehr-gn-1989-umweltatlas-wms,langjahrige-entwicklung-luftqualitat-nox-emissionen-kfz-verkehr-gn-1989-umweltatlas-wms-2eae2447
langjährige-entwicklung-luftqualität-nox-emissionen-kfz-verkehr-gn-1994-umweltatlas-wms,langjahrige-entwicklung-luftqualitat-nox-emissionen-kfz-verkehr-gn-1994-umweltatlas-wms-1e86f97a
langjährige-entwicklung-luftqualität-nox-emissionen-kfz-verkehr-gn-2002-umweltatlas-wms,langjahrige-entwicklung-luftqualitat-nox-emissionen-kfz-verkehr-gn-2002-umweltatlas-wms-70dee6a1
langjährige-entwicklung-luftqualität-nox-emissionen-kfz-verkehr-gn-2005-umweltatlas-wms,langjahrige-entwicklung-luftqualitat-nox-emissionen-kfz-verkehr-gn-2005-umweltatlas-wms-df4896c5
langjährige-entwicklung-luftqualität-nox-emissionen-kfz-verkehr-gn-2009-umweltatlas-wms,langjahrige-entwicklung-luftqualitat-nox-emissionen-kfz-verkehr-gn-2009-umweltatlas-wms-9e12d2a3
langjährige-entwicklung-luftqualität-nox-emissionen-kfz-verkehr-hn-2009-umweltatlas-wms,langjahrige-entwicklung-luftqualitat-nox-emissionen-kfz-verkehr-hn-2009-umweltatlas-wms-c491304e
langjährige-entwicklung-luftqualität-nox-emissionen-kfz-verkehr-nn-2009-umweltatlas-wms,langjahrige-entwicklung-luftqualitat-nox-emissionen-kfz-verkehr-nn-2009-umweltatlas-wms-4933154a
langjährige-entwicklung-luftqualität-nox-gesamtemissionen-1989-umweltatlas-wms,langjahrige-entwicklung-luftqualitat-nox-gesamtemissionen-1989-umweltatlas-wms-96ead62b
langjährige-entwicklung-luftqualität-nox-gesamtemissionen-1994-umweltatlas-wms,langjahrige-entwicklung-luftqualitat-nox-gesamtemissionen-1994-umweltatlas-wms-c9ef28ae
langjährige-entwicklung-luftqualität-nox-gesamtemissionen-2002-umweltatlas-wms,langjahrige-entwicklung-luftqualitat-nox-gesamtemissionen-2002-umweltatlas-wms-4ced8ff4
langjährige-entwicklung-luftqualität-nox-gesamtemissionen-2005-umweltatlas-wms,langjahrige-entwicklung-luftqualitat-nox-gesamtemissionen-2005-umweltatlas-wms-1f54003b
langjährige-entwicklung-luftqualität-nox-gesamtemissionen-20082009-umweltatlas-wms,langjahrige-entwicklung-luftqualitat-nox-gesamtemissionen-2008-2009-umweltatlas-wms-25eb0f9f
langjährige-entwicklung-luftqualität-pm10-emissionen-hausbrand-2009-umweltatlas-wms,langjahrige-entwicklung-luftqualitat-pm10-emissionen-hausbrand-2009-umweltatlas-wms-1673fb45
langjährige-entwicklung-luftqualität-pm10-emissionen-industrie-2008-umweltatlas-wms,langjahrige-entwicklung-luftqualitat-pm10-emissionen-industrie-2008-umweltatlas-wms-b100bee2
langjährige-entwicklung-luftqualität-pm10-emissionen-kfz-verkehr-gn-2009-umweltatlas-wms,langjahrige-entwicklung-luftqualitat-pm10-emissionen-kfz-verkehr-gn-2009-umweltatlas-wms-f40e3f77
langjährige-entwicklung-luftqualität-pm10-emissionen-kfz-verkehr-hn-2009-umweltatlas-wms,langjahrige-entwicklung-luftqualitat-pm10-emissionen-kfz-verkehr-hn-2009-umweltatlas-wms-91399ba2
langjährige-entwicklung-luftqualität-pm10-emissionen-kfz-verkehr-nn-2009-umweltatlas-wms,langjahrige-entwicklung-luftqualitat-pm10-emissionen-kfz-verkehr-nn-2009-umweltatlas-wms-1562ccdb
langjährige-entwicklung-luftqualität-pm10-gesamtemissionen-20082009-umweltatlas-wms,langjahrige-entwicklung-luftqualitat-pm10-gesamtemissionen-2008-2009-umweltatlas-wms-30401e27
langjährige-entwicklung-luftqualität-pm25-emissionen-hausbrand-2009-umweltatlas-wms,langjahrige-entwicklung-luftqualitat-pm25-emissionen-hausbrand-2009-umweltatlas-wms-0cabb063
langjährige-entwicklung-luftqualität-pm25-emissionen-industrie-2008-umweltatlas-wms,langjahrige-entwicklung-luftqualitat-pm25-emissionen-industrie-2008-umweltatlas-wms-a1890dc7
langjährige-entwicklung-luftqualität-pm25-emissionen-kfz-verkehr-gn-2009-umweltatlas-wms,langjahrige-entwicklung-luftqualitat-pm25-emissionen-kfz-verkehr-gn-2009-umweltatlas-wms-3b315e70
langjährige-entwicklung-luftqualität-pm25-emissionen-kfz-verkehr-hn-2009-umweltatlas-wms,langjahrige-entwicklung-luftqualitat-pm25-emissionen-kfz-verkehr-hn-2009-umweltatlas-wms-626a0d1e
langjährige-entwicklung-luftqualität-pm25-emissionen-kfz-verkehr-nn-2009-umweltatlas-wms,langjahrige-entwicklung-luftqualitat-pm25-emissionen-kfz-verkehr-nn-2009-umweltatlas-wms-47284790
langjährige-entwicklung-luftqualität-pm25-gesamtemissionen-20082009-umweltatlas-wms,langjahrige-entwicklung-luftqualitat-pm25-gesamtemissionen-2008-2009-umweltatlas-wms-c1f00da6
langjährige-entwicklung-luftqualität-so2-emissionen-hausbrand-1989-umweltatlas-wms,langjahrige-entwicklung-luftqualitat-so2-emissionen-hausbrand-1989-umweltatlas-wms-52b62461
langjährige-entwicklung-luftqualität-so2-emissionen-hausbrand-1994-umweltatlas-wms,langjahrige-entwicklung-luftqualitat-so2-emissionen-hausbrand-1994-umweltatlas-wms-677804ba
langjährige-entwicklung-luftqualität-so2-emissionen-hausbrand-2002-umweltatlas-wms,langjahrige-entwicklung-luftqualitat-so2-emissionen-hausbrand-2002-umweltatlas-wms-0d754ce0
langjährige-entwicklung-luftqualität-so2-emissionen-hausbrand-2005-umweltatlas-wms,langjahrige-entwicklung-luftqualitat-so2-emissionen-hausbrand-2005-umweltatlas-wms-5b1266d9
langjährige-entwicklung-luftqualität-so2-emissionen-industrie-1989-umweltatlas-wms,langjahrige-entwicklung-luftqualitat-so2-emissionen-industrie-1989-umweltatlas-wms-cd5d4714
langjährige-entwicklung-luftqualität-so2-emissionen-industrie-1994-umweltatlas-wms,langjahrige-entwicklung-luftqualitat-so2-emissionen-industrie-1994-umweltatlas-wms-3922d129
langjährige-entwicklung-luftqualität-so2-emissionen-industrie-2002-umweltatlas-wms,langjahrige-entwicklung-luftqualitat-so2-emissionen-industrie-2002-umweltatlas-wms-f48708f2
langjährige-entwicklung-luftqualität-so2-emissionen-industrie-2004-umweltatlas-wms,langjahrige-entwicklung-luftqualitat-so2-emissionen-industrie-2004-umweltatlas-wms-326b293f
langjährige-entwicklung-luftqualität-so2-emissionen-kfz-verkehr-1989-umweltatlas-wms,langjahrige-entwicklung-luftqualitat-so2-emissionen-kfz-verkehr-1989-umweltatlas-wms-c8af7ebb
langjährige-entwicklung-luftqualität-so2-emissionen-kfz-verkehr-2002-umweltatlas-wms,langjahrige-entwicklung-luftqualitat-so2-emissionen-kfz-verkehr-2002-umweltatlas-wms-9b96cb37
langjährige-entwicklung-luftqualität-so2-emissionen-kfz-verkehr-2005-umweltatlas-wms,langjahrige-entwicklung-luftqualitat-so2-emissionen-kfz-verkehr-2005-umweltatlas-wms-b15d088e
langjährige-entwicklung-luftqualität-so2-gesamtemissionen-1989-umweltatlas-wms,langjahrige-entwicklung-luftqualitat-so2-gesamtemissionen-1989-umweltatlas-wms-302ad239
langjährige-entwicklung-luftqualität-so2-gesamtemissionen-1994-umweltatlas-wms,langjahrige-entwicklung-luftqualitat-so2-gesamtemissionen-1994-umweltatlas-wms-afcab947
langjährige-entwicklung-luftqualität-so2-gesamtemissionen-2002-umweltatlas-wms,langjahrige-entwicklung-luftqualitat-so2-gesamtemissionen-2002-umweltatlas-wms-3149be3a
langjährige-entwicklung-luftqualität-so2-gesamtemissionen-2005-umweltatlas-wms,langjahrige-entwicklung-luftqualitat-so2-gesamtemissionen-2005-umweltatlas-wms-20bdf3bf
langjährige-niederschlagsverteilung-1961-1990-isoflächen-umweltatlas-wfs,langjahrige-niederschlagsverteilung-1961-1990-isoflachen-umweltatlas-wfs-b6dcb081
langjährige-niederschlagsverteilung-1961-1990-isolinien-umweltatlas-wfs,langjahrige-niederschlagsverteilung-1961-1990-isolinien-umweltatlas-wfs-9bc7cc3c
langjährige-niederschlagsverteilung-1961-1990-umweltatlas-wms,langjahrige-niederschlagsverteilung-1961-1990-umweltatlas-wms-8a85cd2c
langjährige-niederschlagsverteilung-1981-2010-block-und-blockteilflächen-umweltatlas-wfs,langjahrige-niederschlagsverteilung-1981-2010-block-und-blockteilflachen-umweltatlas-wfs-0084aa91
langjährige-niederschlagsverteilung-1981-2010-isoflächen-umweltatlas-wfs,langjahrige-niederschlagsverteilung-1981-2010-isoflachen-umweltatlas-wfs-ebb2d30a
langjährige-niederschlagsverteilung-1981-2010-isolinien-umweltatlas-wfs,langjahrige-niederschlagsverteilung-1981-2010-isolinien-umweltatlas-wfs-7c19995e
langjährige-niederschlagsverteilung-1981-2010-rasterflächen-umweltatlas-atom,langjahrige-niederschlagsverteilung-1981-2010-rasterflachen-umweltatlas-atom-4b9fdf3d
langjährige-niederschlagsverteilung-1981-2010-straßenflächen-umweltatlas-wfs,langjahrige-niederschlagsverteilung-1981-2010-strassenflachen-umweltatlas-wfs-e7b08b97
langjährige-niederschlagsverteilung-1981-2010-umweltatlas-wms,langjahrige-niederschlagsverteilung-1981-2010-umweltatlas-wms-f33a87f4
langjährige-niederschlagsverteilung-1991-2020-block-und-blockteilflächen-umweltatlas-wfs,langjahrige-niederschlagsverteilung-1991-2020-block-und-blockteilflachen-umweltatlas-wfs-89120486
langjährige-niederschlagsverteilung-1991-2020-isoflächen-umweltatlas-wfs,langjahrige-niederschlagsverteilung-1991-2020-isoflachen-umweltatlas-wfs-ebe94169
langjährige-niederschlagsverteilung-1991-2020-isolinien-umweltatlas-wfs,langjahrige-niederschlagsverteilung-1991-2020-isolinien-umweltatlas-wfs-f2858fc3
langjährige-niederschlagsverteilung-1991-2020-rasterflächen-umweltatlas-atom,langjahrige-niederschlagsverteilung-1991-2020-rasterflachen-umweltatlas-atom-1c7b3107
langjährige-niederschlagsverteilung-1991-2020-straßenflächen-umweltatlas-wfs,langjahrige-niederschlagsverteilung-1991-2020-strassenflachen-umweltatlas-wfs-72042054
langjährige-niederschlagsverteilung-1991-2020-umweltatlas-wms,langjahrige-niederschlagsverteilung-1991-2020-umweltatlas-wms-c2d55d45
langjährige-niederschlagsverteilung-sommerhalbjahr-1961-1990-isoflächen-umweltatlas-wfs,langjahrige-niederschlagsverteilung-sommerhalbjahr-1961-1990-isoflachen-umweltatlas-wfs-5c96bb54
langjährige-niederschlagsverteilung-sommerhalbjahr-1961-1990-isolinien-umweltatlas-wfs,langjahrige-niederschlagsverteilung-sommerhalbjahr-1961-1990-isolinien-umweltatlas-wfs-b2d8bbad
langjährige-niederschlagsverteilung-sommerhalbjahr-1961-1990-umweltatlas-wms,langjahrige-niederschlagsverteilung-sommerhalbjahr-1961-1990-umweltatlas-wms-5e1d2480
langjährige-niederschlagsverteilung-sommerhalbjahr-1981-2010-block-und-blockteilflächen,langjahrige-niederschlagsverteilung-sommerhalbjahr-1981-2010-block-und-blockteilflachen-umw-b8954567
langjährige-niederschlagsverteilung-sommerhalbjahr-1981-2010-isoflächen-umweltatlas-wfs,langjahrige-niederschlagsverteilung-sommerhalbjahr-1981-2010-isoflachen-umweltatlas-wfs-e308b294
langjährige-niederschlagsverteilung-sommerhalbjahr-1981-2010-isolinien-umweltatlas-wfs,langjahrige-niederschlagsverteilung-sommerhalbjahr-1981-2010-isolinien-umweltatlas-wfs-ffba7ec6
langjährige-niederschlagsverteilung-sommerhalbjahr-1981-2010-straßenflächen-umweltatlas,langjahrige-niederschlagsverteilung-sommerhalbjahr-1981-2010-strassenflachen-umweltatlas-wf-bba1f4ec
langjährige-niederschlagsverteilung-sommerhalbjahr-1981-2010-umweltatlas-wms,langjahrige-niederschlagsverteilung-sommerhalbjahr-1981-2010-umweltatlas-wms-61c3c91d
langjährige-niederschlagsverteilung-sommerhalbjahr-1991-2020-block-und-blockteilflächen,langjahrige-niederschlagsverteilung-sommerhalbjahr-1991-2020-block-und-blockteilflachen-umw-7030a23c
langjährige-niederschlagsverteilung-sommerhalbjahr-1991-2020-isoflächen-umweltatlas-wfs,langjahrige-niederschlagsverteilung-sommerhalbjahr-1991-2020-isoflachen-umweltatlas-wfs-53e50385
langjährige-niederschlagsverteilung-sommerhalbjahr-1991-2020-isolinien-umweltatlas-wfs,langjahrige-niederschlagsverteilung-sommerhalbjahr-1991-2020-isolinien-umweltatlas-wfs-3376bbe1
langjährige-niederschlagsverteilung-sommerhalbjahr-1991-2020-straßenflächen-umweltatlas,langjahrige-niederschlagsverteilung-sommerhalbjahr-1991-2020-strassenflachen-umweltatlas-wf-1a3ff47b
langjährige-niederschlagsverteilung-sommerhalbjahr-1991-2020-umweltatlas-wms,langjahrige-niederschlagsverteilung-sommerhalbjahr-1991-2020-umweltatlas-wms-7a5d7d3e
langjährige-niederschlagsverteilung-winterhalbjahr-1961-1990-isoflächen-umweltatlas-wfs,langjahrige-niederschlagsverteilung-winterhalbjahr-1961-1990-isoflachen-umweltatlas-wfs-485a131d
langjährige-niederschlagsverteilung-winterhalbjahr-1961-1990-isolinien-umweltatlas-wfs,langjahrige-niederschlagsverteilung-winterhalbjahr-1961-1990-isolinien-umweltatlas-wfs-7c7dcf74
langjährige-niederschlagsverteilung-winterhalbjahr-1961-1990-umweltatlas-wms,langjahrige-niederschlagsverteilung-winterhalbjahr-1961-1990-umweltatlas-wms-d62e2abd
langjährige-niederschlagsverteilung-winterhalbjahr-1981-2010-block-und-blockteilflächen,langjahrige-niederschlagsverteilung-winterhalbjahr-1981-2010-block-und-blockteilflachen-umw-7417d92d
langjährige-niederschlagsverteilung-winterhalbjahr-1981-2010-isoflächen-umweltatlas-wfs,langjahrige-niederschlagsverteilung-winterhalbjahr-1981-2010-isoflachen-umweltatlas-wfs-7ef79d8b
langjährige-niederschlagsverteilung-winterhalbjahr-1981-2010-isolinien-umweltatlas-wfs,langjahrige-niederschlagsverteilung-winterhalbjahr-1981-2010-isolinien-umweltatlas-wfs-6c67b35f
langjährige-niederschlagsverteilung-winterhalbjahr-1981-2010-straßenflächen-umweltatlas,langjahrige-niederschlagsverteilung-winterhalbjahr-1981-2010-strassenflachen-umweltatlas-wf-439a2ecc
langjährige-niederschlagsverteilung-winterhalbjahr-1981-2010-umweltatlas-wms,langjahrige-niederschlagsverteilung-winterhalbjahr-1981-2010-umweltatlas-wms-bc5d31df
langjährige-niederschlagsverteilung-winterhalbjahr-1991-2020-block-und-blockteilflächen,langjahrige-niederschlagsverteilung-winterhalbjahr-1991-2020-block-und-blockteilflachen-umw-67330869
langjährige-niederschlagsverteilung-winterhalbjahr-1991-2020-isoflächen-umweltatlas-wfs,langjahrige-niederschlagsverteilung-winterhalbjahr-1991-2020-isoflachen-umweltatlas-wfs-04cd83b8
langjährige-niederschlagsverteilung-winterhalbjahr-1991-2020-isolinien-umweltatlas-wfs,langjahrige-niederschlagsverteilung-winterhalbjahr-1991-2020-isolinien-umweltatlas-wfs-3e430ae1
langjährige-niederschlagsverteilung-winterhalbjahr-1991-2020-straßenflächen-umweltatlas,langjahrige-niederschlagsverteilung-winterhalbjahr-1991-2020-strassenflachen-umweltatlas-wf-8a55c4e6
langjährige-niederschlagsverteilung-winterhalbjahr-1991-2020-umweltatlas-wms,langjahrige-niederschlagsverteilung-winterhalbjahr-1991-2020-umweltatlas-wms-0767a9a5
langjähriges-mittel-der-lufttemperatur-1961-1990-umweltatlas-wfs,langjahriges-mittel-der-lufttemperatur-1961-1990-umweltatlas-wfs-573bd85a
langjähriges-mittel-der-lufttemperatur-1961-1990-umweltatlas-wms,langjahriges-mittel-der-lufttemperatur-1961-1990-umweltatlas-wms-596cc181
langjähriges-mittel-der-lufttemperatur-1981-2010-block-und-blockteilflächen-umweltatlas,langjahriges-mittel-der-lufttemperatur-1981-2010-block-und-blockteilflachen-umweltatlas-wfs-19071f21
langjähriges-mittel-der-lufttemperatur-1981-2010-isoflächen-umweltatlas-wfs,langjahriges-mittel-der-lufttemperatur-1981-2010-isoflachen-umweltatlas-wfs-9bc0c5ce
langjähriges-mittel-der-lufttemperatur-1981-2010-isolinien-umweltatlas-wfs,langjahriges-mittel-der-lufttemperatur-1981-2010-isolinien-umweltatlas-wfs-d7670951
langjähriges-mittel-der-lufttemperatur-1981-2010-rasterflächen-umweltatlas-atom,langjahriges-mittel-der-lufttemperatur-1981-2010-rasterflachen-umweltatlas-atom-b5cd313e
langjähriges-mittel-der-lufttemperatur-1981-2010-straßenflächen-umweltatlas-wfs,langjahriges-mittel-der-lufttemperatur-1981-2010-strassenflachen-umweltatlas-wfs-2534d28e
langjähriges-mittel-der-lufttemperatur-1981-2010-umweltatlas-wms,langjahriges-mittel-der-lufttemperatur-1981-2010-umweltatlas-wms-909f9e4f
langjähriges-mittel-der-lufttemperatur-frühling-1981-2010-block-und-blockteilflächen,langjahriges-mittel-der-lufttemperatur-fruhling-1981-2010-block-und-blockteilflachen-umwelt-1c7d7061
langjähriges-mittel-der-lufttemperatur-frühling-1981-2010-isoflächen-umweltatlas-wfs,langjahriges-mittel-der-lufttemperatur-fruhling-1981-2010-isoflachen-umweltatlas-wfs-f249c669
langjähriges-mittel-der-lufttemperatur-frühling-1981-2010-isolinien-umweltatlas-wfs,langjahriges-mittel-der-lufttemperatur-fruhling-1981-2010-isolinien-umweltatlas-wfs-976bad0c
langjähriges-mittel-der-lufttemperatur-frühling-1981-2010-straßenflächen-umweltatlas-wfs,langjahriges-mittel-der-lufttemperatur-fruhling-1981-2010-strassenflachen-umweltatlas-wfs-acdf8a8f
